consumer	consumer_owner	dependency	dependency_owner	dependency_visibility	closure_package
Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeCollector	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Evidence\Measurement\Contract\MetricDefinition	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeCollector	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Evidence\Measurement\Contract\MetricName	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeCollector	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Evidence\Measurement\Contract\SymbolLevel	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeCollector	Analysis.Evidence.CodeSmell	Qualimetrix\Core\Path\RelativePath	Core.Path	contract	P8
Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeOptions	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Finding\Contract\Rule\Override\StandardOverrideValidatorTrait	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeOptions	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Finding\Contract\Rule\RuleOptionKey	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeOptions	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Finding\Contract\Rule\RuleOptionsInterface	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeOptions	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Finding\Contract\Rule\ShorthandOptionKeysInterface	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeOptions	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Finding\Contract\Rule\ThresholdAwareOptionsInterface	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeOptions	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Finding\Contract\Rule\ThresholdParser	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeOptions	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Finding\Contract\Severity	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeRule	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Evidence\Measurement\Contract\MetricName	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeRule	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Finding\Contract\ChannelDeclaration	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeRule	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Finding\Contract\Location	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeRule	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Finding\Contract\Rule\AbstractRule	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeRule	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Finding\Contract\Rule\AnalysisContext	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeRule	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Finding\Contract\Rule\Attribute\CliAlias	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeRule	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Finding\Contract\Rule\RuleCategory	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeRule	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Finding\Contract\Severity	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeRule	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Finding\Contract\Violation	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeRule	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Finding\Contract\ViolationChannel	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeRule	Analysis.Evidence.CodeSmell	Qualimetrix\Core\Observation\WorseDirection	Core.Neutral	contract	P8
Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeRule	Analysis.Evidence.CodeSmell	Qualimetrix\Core\Symbol\MetricSubject	Core.Symbol	contract	P8
Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeRule	Analysis.Evidence.CodeSmell	Qualimetrix\Core\Symbol\SymbolInfo	Core.Symbol	contract	P8
Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeRule	Analysis.Evidence.CodeSmell	Qualimetrix\Core\Symbol\SymbolType	Core.Symbol	contract	P8
Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeVisitor	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Evidence\Measurement\Contract\DeclarationIndexAwareInterface	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeVisitor	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Evidence\Measurement\Contract\MetricBag	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeVisitor	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Evidence\Measurement\Contract\ResettableVisitorInterface	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeVisitor	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Evidence\Measurement\Contract\VisitorMethodTrackingTrait	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeVisitor	Analysis.Evidence.CodeSmell	Qualimetrix\Core\Path\RelativePath	Core.Path	contract	P8
Qualimetrix\Analysis\Evidence\CodeSmell\UnusedPrivateCollector	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Evidence\Measurement\Contract\AbstractCollector	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\CodeSmell\UnusedPrivateCollector	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Evidence\Measurement\Contract\ClassMetricsProviderInterface	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\CodeSmell\UnusedPrivateCollector	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Evidence\Measurement\Contract\DeclarationIndexAwareInterface	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\CodeSmell\UnusedPrivateCollector	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Evidence\Measurement\Contract\DeclarationIndexAwareTrait	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\CodeSmell\UnusedPrivateCollector	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Evidence\Measurement\Contract\MetricBag	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\CodeSmell\UnusedPrivateCollector	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Evidence\Measurement\Contract\MetricName	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\CodeSmell\UnusedPrivateCollector	Analysis.Evidence.CodeSmell	Qualimetrix\Core\Path\RelativePath	Core.Path	contract	P8
Qualimetrix\Analysis\Evidence\CodeSmell\UnusedPrivateCollector	Analysis.Evidence.CodeSmell	Qualimetrix\Core\Symbol\SymbolPath	Core.Symbol	contract	P8
Qualimetrix\Analysis\Evidence\CodeSmell\UnusedPrivateOptions	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Finding\Contract\Rule\RuleOptionKey	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\CodeSmell\UnusedPrivateOptions	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Finding\Contract\Rule\RuleOptionsInterface	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\CodeSmell\UnusedPrivateOptions	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Finding\Contract\Severity	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\CodeSmell\UnusedPrivateRule	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Evidence\Measurement\Contract\MetricName	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\CodeSmell\UnusedPrivateRule	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Finding\Contract\ChannelDeclaration	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\CodeSmell\UnusedPrivateRule	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Finding\Contract\Location	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\CodeSmell\UnusedPrivateRule	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Finding\Contract\Rule\AbstractRule	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\CodeSmell\UnusedPrivateRule	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Finding\Contract\Rule\AnalysisContext	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\CodeSmell\UnusedPrivateRule	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Finding\Contract\Rule\RuleCategory	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\CodeSmell\UnusedPrivateRule	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Finding\Contract\Severity	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\CodeSmell\UnusedPrivateRule	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Finding\Contract\Violation	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\CodeSmell\UnusedPrivateRule	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Finding\Contract\ViolationChannel	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\CodeSmell\UnusedPrivateRule	Analysis.Evidence.CodeSmell	Qualimetrix\Core\Observation\WorseDirection	Core.Neutral	contract	P8
Qualimetrix\Analysis\Evidence\CodeSmell\UnusedPrivateRule	Analysis.Evidence.CodeSmell	Qualimetrix\Core\Symbol\SymbolInfo	Core.Symbol	contract	P8
Qualimetrix\Analysis\Evidence\CodeSmell\UnusedPrivateRule	Analysis.Evidence.CodeSmell	Qualimetrix\Core\Symbol\SymbolType	Core.Symbol	contract	P8
Qualimetrix\Analysis\Evidence\CodeSmell\UnusedPrivateVisitor	Analysis.Evidence.CodeSmell	Qualimetrix\Analysis\Evidence\Measurement\Contract\ResettableVisitorInterface	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\Cohesion\Configuration\LcomCollectionConfigurationResolver	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Finding\Contract\Configuration\FindingConfiguration	Analysis.Finding	contract	P8
Qualimetrix\Analysis\Evidence\Cohesion\Contract\LcomCollectionConfigurationResolverInterface	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Finding\Contract\Configuration\FindingConfiguration	Analysis.Finding	contract	P8
Qualimetrix\Analysis\Evidence\Cohesion\LcomCollector	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Evidence\Measurement\Contract\AbstractCollector	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\Cohesion\LcomCollector	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Evidence\Measurement\Contract\AggregationStrategy	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\Cohesion\LcomCollector	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Evidence\Measurement\Contract\ClassMetricsProviderInterface	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\Cohesion\LcomCollector	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Evidence\Measurement\Contract\DeclarationIndexAwareInterface	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\Cohesion\LcomCollector	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Evidence\Measurement\Contract\DeclarationIndexAwareTrait	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\Cohesion\LcomCollector	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Evidence\Measurement\Contract\MetricBag	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\Cohesion\LcomCollector	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Evidence\Measurement\Contract\MetricDefinition	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\Cohesion\LcomCollector	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Evidence\Measurement\Contract\MetricName	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\Cohesion\LcomCollector	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Evidence\Measurement\Contract\SymbolLevel	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\Cohesion\LcomCollector	Analysis.Evidence.Cohesion	Qualimetrix\Core\Path\RelativePath	Core.Path	contract	P8
Qualimetrix\Analysis\Evidence\Cohesion\LcomCollector	Analysis.Evidence.Cohesion	Qualimetrix\Core\Symbol\SymbolPath	Core.Symbol	contract	P8
Qualimetrix\Analysis\Evidence\Cohesion\LcomOptions	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Finding\Contract\Rule\Override\StandardOverrideValidatorTrait	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\Cohesion\LcomOptions	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Finding\Contract\Rule\RuleOptionKey	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\Cohesion\LcomOptions	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Finding\Contract\Rule\RuleOptionsInterface	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\Cohesion\LcomOptions	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Finding\Contract\Rule\ShorthandOptionKeysInterface	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\Cohesion\LcomOptions	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Finding\Contract\Rule\ThresholdAwareOptionsInterface	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\Cohesion\LcomOptions	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Finding\Contract\Rule\ThresholdParser	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\Cohesion\LcomOptions	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Finding\Contract\Severity	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\Cohesion\LcomRule	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Evidence\Measurement\Contract\MetricBag	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\Cohesion\LcomRule	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Evidence\Measurement\Contract\MetricName	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\Cohesion\LcomRule	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Finding\Contract\ChannelDeclaration	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\Cohesion\LcomRule	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Finding\Contract\Location	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\Cohesion\LcomRule	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Finding\Contract\Rule\AbstractRule	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\Cohesion\LcomRule	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Finding\Contract\Rule\AnalysisContext	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\Cohesion\LcomRule	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Finding\Contract\Rule\Attribute\CliAlias	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\Cohesion\LcomRule	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Finding\Contract\Rule\RuleCategory	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\Cohesion\LcomRule	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Finding\Contract\Severity	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\Cohesion\LcomRule	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Finding\Contract\Violation	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\Cohesion\LcomRule	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Finding\Contract\ViolationChannel	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\Cohesion\LcomRule	Analysis.Evidence.Cohesion	Qualimetrix\Core\Observation\WorseDirection	Core.Neutral	contract	P8
Qualimetrix\Analysis\Evidence\Cohesion\LcomRule	Analysis.Evidence.Cohesion	Qualimetrix\Core\Symbol\SymbolInfo	Core.Symbol	contract	P8
Qualimetrix\Analysis\Evidence\Cohesion\LcomRule	Analysis.Evidence.Cohesion	Qualimetrix\Core\Symbol\SymbolType	Core.Symbol	contract	P8
Qualimetrix\Analysis\Evidence\Cohesion\LcomVisitor	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Evidence\Measurement\Contract\ResettableVisitorInterface	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\Cohesion\TccLccCollector	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Evidence\Measurement\Contract\AbstractCollector	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\Cohesion\TccLccCollector	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Evidence\Measurement\Contract\AggregationStrategy	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\Cohesion\TccLccCollector	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Evidence\Measurement\Contract\ClassMetricsProviderInterface	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\Cohesion\TccLccCollector	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Evidence\Measurement\Contract\DeclarationIndexAwareInterface	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\Cohesion\TccLccCollector	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Evidence\Measurement\Contract\DeclarationIndexAwareTrait	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\Cohesion\TccLccCollector	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Evidence\Measurement\Contract\MetricBag	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\Cohesion\TccLccCollector	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Evidence\Measurement\Contract\MetricDefinition	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\Cohesion\TccLccCollector	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Evidence\Measurement\Contract\MetricName	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\Cohesion\TccLccCollector	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Evidence\Measurement\Contract\SymbolLevel	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\Cohesion\TccLccCollector	Analysis.Evidence.Cohesion	Qualimetrix\Core\Path\RelativePath	Core.Path	contract	P8
Qualimetrix\Analysis\Evidence\Cohesion\TccLccCollector	Analysis.Evidence.Cohesion	Qualimetrix\Core\Symbol\SymbolPath	Core.Symbol	contract	P8
Qualimetrix\Analysis\Evidence\Cohesion\TccLccVisitor	Analysis.Evidence.Cohesion	Qualimetrix\Analysis\Evidence\Measurement\Contract\ResettableVisitorInterface	Analysis.Evidence.Measurement	contract	P3
Qualimetrix\Analysis\Evidence\Complexity\ClassCognitiveComplexityOptions	Analysis.Evidence.Complexity	Qualimetrix\Analysis\Finding\Contract\Rule\LevelOptionsInterface	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\Complexity\ClassCognitiveComplexityOptions	Analysis.Evidence.Complexity	Qualimetrix\Analysis\Finding\Contract\Rule\Override\StandardOverrideValidatorTrait	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\Complexity\ClassCognitiveComplexityOptions	Analysis.Evidence.Complexity	Qualimetrix\Analysis\Finding\Contract\Rule\RuleOptionKey	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\Complexity\ClassCognitiveComplexityOptions	Analysis.Evidence.Complexity	Qualimetrix\Analysis\Finding\Contract\Rule\ThresholdAwareOptionsInterface	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\Complexity\ClassCognitiveComplexityOptions	Analysis.Evidence.Complexity	Qualimetrix\Analysis\Finding\Contract\Rule\ThresholdParser	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\Complexity\ClassCognitiveComplexityOptions	Analysis.Evidence.Complexity	Qualimetrix\Analysis\Finding\Contract\Severity	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\Complexity\ClassComplexityOptions	Analysis.Evidence.Complexity	Qualimetrix\Analysis\Finding\Contract\Rule\LevelOptionsInterface	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\Complexity\ClassComplexityOptions	Analysis.Evidence.Complexity	Qualimetrix\Analysis\Finding\Contract\Rule\Override\StandardOverrideValidatorTrait	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\Complexity\ClassComplexityOptions	Analysis.Evidence.Complexity	Qualimetrix\Analysis\Finding\Contract\Rule\RuleOptionKey	Analysis.Finding	contract	P6-A
Qualimetrix\Analysis\Evidence\Complexity\ClassComplexityOptions	Analysis.Evidence.Complexity	Qualimetrix\Analysis\Finding\Contract\Rule\ThresholdAwareOptionsInterface	Analysis.Finding	contract	P6-A
